0,CombatZoneResize,133,251,508,391,TLResume,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,1,,,,,,,
0,TLPause,,,,,,,,
0,SET,Loop,5,,,,,,
0,:RndAttack,,,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.4,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,JMPZ,End,$Loop,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,RND,Jump,5,,,,,,
0,ADD,Jump,$Jump,1,,,,,
0,JMPREL,$Jump,,,,,,,
0,JMPABS,Attack0,,,,,,,
0,JMPABS,Attack1,,,,,,,
0,JMPABS,Attack2,,,,,,,
0,JMPABS,Attack3,,,,,,,
0,JMPABS,Attack4,,,,,,,
0,:Attack0,,,,,,,,
0,CombatZoneResize,133,251,508,391,TLResume,,,
0,HeartTeleport,320,376,,,,,,
0,HeartMode,1,,,,,,,
0,TLPause,,,,,,,,
0,BoneV,128,257,105,0,180,,,
0,BoneV,503,257,105,2,180,,,
0.26,,,,,,,,,
,,,,,,,,,
0,BoneV,128,366,20,0,180,,,
0,BoneV,503,366,20,2,180,,,
0.26,,,,,,,,,
,,,,,,,,,
0,BoneV,128,350,60,0,180,,,
0,BoneV,503,350,60,2,180,,,
0.26,,,,,,,,,
,,,,,,,,,
0,BoneV,128,257,105,0,180,,,
0,BoneV,503,257,105,2,180,,,
0.26,,,,,,,,,
,,,,,,,,,
0,BoneV,128,366,20,0,180,,,
0,BoneV,503,366,20,2,180,,,
0.26,,,,,,,,,
,,,,,,,,,
0,BoneV,128,350,60,0,180,,,
0,BoneV,503,350,60,2,180,,,
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack1,,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,GasterBlaster,2,0,0,189,176,45,0.333,0.26666
0,GasterBlaster,2,640,0,449,176,135,0.333,0.26666
0,GasterBlaster,2,640,480,449,436,225,0.333,0.26666
0,GasterBlaster,2,0,480,189,436,315,0.333,0.26666
0.9,GasterBlaster,2,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,2,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,2,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,2,640,480,379,446,270,0.333,0.26666
,,,,,,,,,
1.1,JMPABS,RndAttack,,,,,,,
0,:Attack2,,,,,,,,
0,CombatZoneResize,133,251,508,391,TLResume,,,
0,HeartTeleport,328,308.5,,,,,,
0,HeartMode,1,,,,,,,
0,TLPause,,,,,,,,
0,PLATFORM,224.5,350,50,3,0,,,
0,PLATFORM,303.5,350,50,3,0,,,
0,PLATFORM,380.5,350,50,3,0,,,
0,BONEV,285,330,90,1,0,,,
0,BONEV,360,330,90,1,0,,,
0,BONESTAB,1,33,0,9,,,,
0,BONEV,285,220,90,1,0,,,
0,BONEV,360,220,90,1,0,,,
0.1,GASTERBLASTER,1,1,1,328,230,90,0.2333,0.4333
0.8,GASTERBLASTER,1,1,1,270,230,90,0.2333,0.4333
0,GASTERBLASTER,1,1,1,390,230,90,0.2333,0.4333
1.1,JMPABS,RndAttack,,,,,,,
0,:Attack3,,,,,,,,
0,CombatZoneResizeInstant,171,276,476,391,,,,
0,HeartMode,1,,,,,,,
0,HeartTeleport,171,339,,,,,,
0,SANSSLAM,0,,,,,,,
0,HeartMaxFallSpeed,90,,,,,,,
0,SineBones,80,30,580,40,,,,
2.4,HeartMaxFallSpeed,900,,,,,,,
0,JMPABS,RndAttack,,,,,,,
0,:Attack4,,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartMode,1,,,,,,,
0,RND,Side,2,,,,,,
0,JMPZ,Attack4Other,$Side,,,,,,
0,HeartTeleport,506,376,,,,,,
0,BoneVRepeat,200,331,55,0,360,11,24,
0,BoneVRepeat,-64,1000,44,0,360,10,24,
1.5,JMPABS,RndAttack,,,,,,,
0,:Attack4Other,,,,,,,,
0,HeartTeleport,149,376,,,,,,
0,BoneVRepeat,440,331,55,2,360,11,24,
0,BoneVRepeat,704,1000,44,2,360,10,24,
1.5,JMPABS,RndAttack,,,,,,,
0,:End,,,,,,,,
0,CombatZoneResizeInstant,33,251,608,391,,,,
0,EndAttack,,,,,,,,
